,date,maxtempC,mintempC,avgtempC,sunHour,humidity,DewPointC,maxtempC_lg1,mintempC_lg1,avgtempC_lg1,sunHour_lg1,humidity_lg1,DewPointC_lg1,maxtempC_lg2,mintempC_lg2,avgtempC_lg2,sunHour_lg2,humidity_lg2,DewPointC_lg2,maxtempC_lg3,mintempC_lg3,avgtempC_lg3,sunHour_lg3,humidity_lg3,DewPointC_lg3
135,2010-05-16,21,13,20,12.7,81,18,26.0,12.0,22.0,14.5,46.0,13.0,22.0,13.0,19.0,14.5,53.0,10.0,24.0,14.0,21.0,14.5,42.0,9.0
136,2010-05-17,24,14,22,14.5,56,15,21.0,13.0,20.0,12.7,81.0,18.0,26.0,12.0,22.0,14.5,46.0,13.0,22.0,13.0,19.0,14.5,53.0,10.0
137,2010-05-18,23,13,19,14.5,49,12,24.0,14.0,22.0,14.5,56.0,15.0,21.0,13.0,20.0,12.7,81.0,18.0,26.0,12.0,22.0,14.5,46.0,13.0
138,2010-05-19,20,10,17,14.5,45,7,23.0,13.0,19.0,14.5,49.0,12.0,24.0,14.0,22.0,14.5,56.0,15.0,21.0,13.0,20.0,12.7,81.0,18.0
139,2010-05-20,23,11,20,14.5,33,6,20.0,10.0,17.0,14.5,45.0,7.0,23.0,13.0,19.0,14.5,49.0,12.0,24.0,14.0,22.0,14.5,56.0,15.0
140,2010-05-21,25,13,22,14.5,30,6,23.0,11.0,20.0,14.5,33.0,6.0,20.0,10.0,17.0,14.5,45.0,7.0,23.0,13.0,19.0,14.5,49.0,12.0
141,2010-05-22,25,14,22,14.5,43,10,25.0,13.0,22.0,14.5,30.0,6.0,23.0,11.0,20.0,14.5,33.0,6.0,20.0,10.0,17.0,14.5,45.0,7.0
142,2010-05-23,25,14,21,14.5,45,11,25.0,14.0,22.0,14.5,43.0,10.0,25.0,13.0,22.0,14.5,30.0,6.0,23.0,11.0,20.0,14.5,33.0,6.0
143,2010-05-24,22,13,19,14.5,45,9,25.0,14.0,21.0,14.5,45.0,11.0,25.0,14.0,22.0,14.5,43.0,10.0,25.0,13.0,22.0,14.5,30.0,6.0
144,2010-05-25,17,8,14,12.8,80,11,22.0,13.0,19.0,14.5,45.0,9.0,25.0,14.0,21.0,14.5,45.0,11.0,25.0,14.0,22.0,14.5,43.0,10.0
145,2010-05-26,10,7,9,10.3,94,8,17.0,8.0,14.0,12.8,80.0,11.0,22.0,13.0,19.0,14.5,45.0,9.0,25.0,14.0,21.0,14.5,45.0,11.0
146,2010-05-27,11,8,10,10.6,90,8,10.0,7.0,9.0,10.3,94.0,8.0,17.0,8.0,14.0,12.8,80.0,11.0,22.0,13.0,19.0,14.5,45.0,9.0
147,2010-05-28,15,10,13,12.2,81,12,11.0,8.0,10.0,10.6,90.0,8.0,10.0,7.0,9.0,10.3,94.0,8.0,17.0,8.0,14.0,12.8,80.0,11.0
148,2010-05-29,22,9,19,14.5,46,10,15.0,10.0,13.0,12.2,81.0,12.0,11.0,8.0,10.0,10.6,90.0,8.0,10.0,7.0,9.0,10.3,94.0,8.0
149,2010-05-30,20,12,18,14.5,78,16,22.0,9.0,19.0,14.5,46.0,10.0,15.0,10.0,13.0,12.2,81.0,12.0,11.0,8.0,10.0,10.6,90.0,8.0
150,2010-05-31,25,11,21,17.4,47,13,20.0,12.0,18.0,14.5,78.0,16.0,22.0,9.0,19.0,14.5,46.0,10.0,15.0,10.0,13.0,12.2,81.0,12.0
151,2010-06-01,18,14,17,14.5,94,17,25.0,11.0,21.0,17.4,47.0,13.0,20.0,12.0,18.0,14.5,78.0,16.0,22.0,9.0,19.0,14.5,46.0,10.0
152,2010-06-02,24,15,22,17.4,81,21,18.0,14.0,17.0,14.5,94.0,17.0,25.0,11.0,21.0,17.4,47.0,13.0,20.0,12.0,18.0,14.5,78.0,16.0
153,2010-06-03,27,17,25,17.4,60,19,24.0,15.0,22.0,17.4,81.0,21.0,18.0,14.0,17.0,14.5,94.0,17.0,25.0,11.0,21.0,17.4,47.0,13.0
154,2010-06-04,27,16,22,16.7,69,18,27.0,17.0,25.0,17.4,60.0,19.0,24.0,15.0,22.0,17.4,81.0,21.0,18.0,14.0,17.0,14.5,94.0,17.0
155,2010-06-05,17,10,15,17.4,52,7,27.0,16.0,22.0,16.7,69.0,18.0,27.0,17.0,25.0,17.4,60.0,19.0,24.0,15.0,22.0,17.4,81.0,21.0
156,2010-06-06,19,9,16,17.4,38,4,17.0,10.0,15.0,17.4,52.0,7.0,27.0,16.0,22.0,16.7,69.0,18.0,27.0,17.0,25.0,17.4,60.0,19.0
157,2010-06-07,21,11,18,16.7,51,11,19.0,9.0,16.0,17.4,38.0,4.0,17.0,10.0,15.0,17.4,52.0,7.0,27.0,16.0,22.0,16.7,69.0,18.0
158,2010-06-08,23,13,20,17.4,56,13,21.0,11.0,18.0,16.7,51.0,11.0,19.0,9.0,16.0,17.4,38.0,4.0,17.0,10.0,15.0,17.4,52.0,7.0
159,2010-06-09,18,13,17,13.9,74,13,23.0,13.0,20.0,17.4,56.0,13.0,21.0,11.0,18.0,16.7,51.0,11.0,19.0,9.0,16.0,17.4,38.0,4.0
160,2010-06-10,20,11,17,14.6,61,12,18.0,13.0,17.0,13.9,74.0,13.0,23.0,13.0,20.0,17.4,56.0,13.0,21.0,11.0,18.0,16.7,51.0,11.0
161,2010-06-11,18,12,16,13.3,86,15,20.0,11.0,17.0,14.6,61.0,12.0,18.0,13.0,17.0,13.9,74.0,13.0,23.0,13.0,20.0,17.4,56.0,13.0
162,2010-06-12,30,16,26,17.4,47,17,18.0,12.0,16.0,13.3,86.0,15.0,20.0,11.0,17.0,14.6,61.0,12.0,18.0,13.0,17.0,13.9,74.0,13.0
163,2010-06-13,30,14,24,17.4,72,20,30.0,16.0,26.0,17.4,47.0,17.0,18.0,12.0,16.0,13.3,86.0,15.0,20.0,11.0,17.0,14.6,61.0,12.0
164,2010-06-14,18,12,16,15.3,56,9,30.0,14.0,24.0,17.4,72.0,20.0,30.0,16.0,26.0,17.4,47.0,17.0,18.0,12.0,16.0,13.3,86.0,15.0
165,2010-06-15,13,11,13,15.3,95,12,18.0,12.0,16.0,15.3,56.0,9.0,30.0,14.0,24.0,17.4,72.0,20.0,30.0,16.0,26.0,17.4,47.0,17.0
166,2010-06-16,14,11,13,14.0,95,13,13.0,11.0,13.0,15.3,95.0,12.0,18.0,12.0,16.0,15.3,56.0,9.0,30.0,14.0,24.0,17.4,72.0,20.0
167,2010-06-17,14,8,12,15.3,64,8,14.0,11.0,13.0,14.0,95.0,13.0,13.0,11.0,13.0,15.3,95.0,12.0,18.0,12.0,16.0,15.3,56.0,9.0
168,2010-06-18,18,7,16,17.4,47,6,14.0,8.0,12.0,15.3,64.0,8.0,14.0,11.0,13.0,14.0,95.0,13.0,13.0,11.0,13.0,15.3,95.0,12.0
169,2010-06-19,22,8,19,17.4,43,9,18.0,7.0,16.0,17.4,47.0,6.0,14.0,8.0,12.0,15.3,64.0,8.0,14.0,11.0,13.0,14.0,95.0,13.0
170,2010-06-20,24,15,22,17.4,39,10,22.0,8.0,19.0,17.4,43.0,9.0,18.0,7.0,16.0,17.4,47.0,6.0,14.0,8.0,12.0,15.3,64.0,8.0
171,2010-06-21,27,14,24,17.4,35,10,24.0,15.0,22.0,17.4,39.0,10.0,22.0,8.0,19.0,17.4,43.0,9.0,18.0,7.0,16.0,17.4,47.0,6.0
172,2010-06-22,28,16,25,17.4,32,10,27.0,14.0,24.0,17.4,35.0,10.0,24.0,15.0,22.0,17.4,39.0,10.0,22.0,8.0,19.0,17.4,43.0,9.0
173,2010-06-23,31,16,27,17.4,27,9,28.0,16.0,25.0,17.4,32.0,10.0,27.0,14.0,24.0,17.4,35.0,10.0,24.0,15.0,22.0,17.4,39.0,10.0
174,2010-06-24,32,17,28,17.4,23,8,31.0,16.0,27.0,17.4,27.0,9.0,28.0,16.0,25.0,17.4,32.0,10.0,27.0,14.0,24.0,17.4,35.0,10.0
175,2010-06-25,34,20,30,17.4,22,9,32.0,17.0,28.0,17.4,23.0,8.0,31.0,16.0,27.0,17.4,27.0,9.0,28.0,16.0,25.0,17.4,32.0,10.0
176,2010-06-26,30,19,27,16.7,40,12,34.0,20.0,30.0,17.4,22.0,9.0,32.0,17.0,28.0,17.4,23.0,8.0,31.0,16.0,27.0,17.4,27.0,9.0
177,2010-06-27,32,19,28,17.4,32,13,30.0,19.0,27.0,16.7,40.0,12.0,34.0,20.0,30.0,17.4,22.0,9.0,32.0,17.0,28.0,17.4,23.0,8.0
178,2010-06-28,25,17,22,17.4,48,13,32.0,19.0,28.0,17.4,32.0,13.0,30.0,19.0,27.0,16.7,40.0,12.0,34.0,20.0,30.0,17.4,22.0,9.0
179,2010-06-29,26,16,23,17.4,39,11,25.0,17.0,22.0,17.4,48.0,13.0,32.0,19.0,28.0,17.4,32.0,13.0,30.0,19.0,27.0,16.7,40.0,12.0
180,2010-06-30,26,15,23,17.4,33,8,26.0,16.0,23.0,17.4,39.0,11.0,25.0,17.0,22.0,17.4,48.0,13.0,32.0,19.0,28.0,17.4,32.0,13.0
181,2010-07-01,27,15,24,17.4,34,10,26.0,15.0,23.0,17.4,33.0,8.0,26.0,16.0,23.0,17.4,39.0,11.0,25.0,17.0,22.0,17.4,48.0,13.0
182,2010-07-02,29,15,26,17.4,31,10,27.0,15.0,24.0,17.4,34.0,10.0,26.0,15.0,23.0,17.4,33.0,8.0,26.0,16.0,23.0,17.4,39.0,11.0
183,2010-07-03,26,17,23,16.7,58,17,29.0,15.0,26.0,17.4,31.0,10.0,27.0,15.0,24.0,17.4,34.0,10.0,26.0,15.0,23.0,17.4,33.0,8.0
184,2010-07-04,28,18,25,17.4,41,13,26.0,17.0,23.0,16.7,58.0,17.0,29.0,15.0,26.0,17.4,31.0,10.0,27.0,15.0,24.0,17.4,34.0,10.0
185,2010-07-05,29,17,26,17.4,37,13,28.0,18.0,25.0,17.4,41.0,13.0,26.0,17.0,23.0,16.7,58.0,17.0,29.0,15.0,26.0,17.4,31.0,10.0
186,2010-07-06,28,18,26,17.4,41,13,29.0,17.0,26.0,17.4,37.0,13.0,28.0,18.0,25.0,17.4,41.0,13.0,26.0,17.0,23.0,16.7,58.0,17.0
187,2010-07-07,28,19,26,17.4,45,14,28.0,18.0,26.0,17.4,41.0,13.0,29.0,17.0,26.0,17.4,37.0,13.0,28.0,18.0,25.0,17.4,41.0,13.0
188,2010-07-08,29,19,26,17.4,44,15,28.0,19.0,26.0,17.4,45.0,14.0,28.0,18.0,26.0,17.4,41.0,13.0,29.0,17.0,26.0,17.4,37.0,13.0
189,2010-07-09,32,19,30,17.4,40,16,29.0,19.0,26.0,17.4,44.0,15.0,28.0,19.0,26.0,17.4,45.0,14.0,28.0,18.0,26.0,17.4,41.0,13.0
190,2010-07-10,31,21,27,16.7,48,18,32.0,19.0,30.0,17.4,40.0,16.0,29.0,19.0,26.0,17.4,44.0,15.0,28.0,19.0,26.0,17.4,45.0,14.0
191,2010-07-11,31,20,28,17.1,49,19,31.0,21.0,27.0,16.7,48.0,18.0,32.0,19.0,30.0,17.4,40.0,16.0,29.0,19.0,26.0,17.4,44.0,15.0
192,2010-07-12,31,20,28,17.1,36,14,31.0,20.0,28.0,17.1,49.0,19.0,31.0,21.0,27.0,16.7,48.0,18.0,32.0,19.0,30.0,17.4,40.0,16.0
193,2010-07-13,30,19,28,17.0,33,12,31.0,20.0,28.0,17.1,36.0,14.0,31.0,20.0,28.0,17.1,49.0,19.0,31.0,21.0,27.0,16.7,48.0,18.0
194,2010-07-14,31,17,28,17.0,32,12,30.0,19.0,28.0,17.0,33.0,12.0,31.0,20.0,28.0,17.1,36.0,14.0,31.0,20.0,28.0,17.1,49.0,19.0
195,2010-07-15,33,18,30,17.0,33,15,31.0,17.0,28.0,17.0,32.0,12.0,30.0,19.0,28.0,17.0,33.0,12.0,31.0,20.0,28.0,17.1,36.0,14.0
196,2010-07-16,35,19,32,17.0,32,16,33.0,18.0,30.0,17.0,33.0,15.0,31.0,17.0,28.0,17.0,32.0,12.0,30.0,19.0,28.0,17.0,33.0,12.0
197,2010-07-17,35,21,32,16.9,30,15,35.0,19.0,32.0,17.0,32.0,16.0,33.0,18.0,30.0,17.0,33.0,15.0,31.0,17.0,28.0,17.0,32.0,12.0
198,2010-07-18,33,22,29,16.9,40,17,35.0,21.0,32.0,16.9,30.0,15.0,35.0,19.0,32.0,17.0,32.0,16.0,33.0,18.0,30.0,17.0,33.0,15.0
199,2010-07-19,32,21,29,14.5,38,16,33.0,22.0,29.0,16.9,40.0,17.0,35.0,21.0,32.0,16.9,30.0,15.0,35.0,19.0,32.0,17.0,32.0,16.0
200,2010-07-20,31,20,29,14.5,50,19,32.0,21.0,29.0,14.5,38.0,16.0,33.0,22.0,29.0,16.9,40.0,17.0,35.0,21.0,32.0,16.9,30.0,15.0
201,2010-07-21,33,21,30,14.5,39,17,31.0,20.0,29.0,14.5,50.0,19.0,32.0,21.0,29.0,14.5,38.0,16.0,33.0,22.0,29.0,16.9,40.0,17.0
202,2010-07-22,35,21,31,14.5,34,16,33.0,21.0,30.0,14.5,39.0,17.0,31.0,20.0,29.0,14.5,50.0,19.0,32.0,21.0,29.0,14.5,38.0,16.0
203,2010-07-23,37,20,31,14.5,27,15,35.0,21.0,31.0,14.5,34.0,16.0,33.0,21.0,30.0,14.5,39.0,17.0,31.0,20.0,29.0,14.5,50.0,19.0
204,2010-07-24,36,23,33,14.5,24,12,37.0,20.0,31.0,14.5,27.0,15.0,35.0,21.0,31.0,14.5,34.0,16.0,33.0,21.0,30.0,14.5,39.0,17.0
205,2010-07-25,36,23,31,14.5,19,9,36.0,23.0,33.0,14.5,24.0,12.0,37.0,20.0,31.0,14.5,27.0,15.0,35.0,21.0,31.0,14.5,34.0,16.0
206,2010-07-26,35,22,31,14.5,26,13,36.0,23.0,31.0,14.5,19.0,9.0,36.0,23.0,33.0,14.5,24.0,12.0,37.0,20.0,31.0,14.5,27.0,15.0
207,2010-07-27,37,21,33,14.5,14,5,35.0,22.0,31.0,14.5,26.0,13.0,36.0,23.0,31.0,14.5,19.0,9.0,36.0,23.0,33.0,14.5,24.0,12.0
208,2010-07-28,36,25,33,14.5,19,9,37.0,21.0,33.0,14.5,14.0,5.0,35.0,22.0,31.0,14.5,26.0,13.0,36.0,23.0,31.0,14.5,19.0,9.0
209,2010-07-29,38,21,31,14.5,16,8,36.0,25.0,33.0,14.5,19.0,9.0,37.0,21.0,33.0,14.5,14.0,5.0,35.0,22.0,31.0,14.5,26.0,13.0
210,2010-07-30,32,20,28,14.5,36,15,38.0,21.0,31.0,14.5,16.0,8.0,36.0,25.0,33.0,14.5,19.0,9.0,37.0,21.0,33.0,14.5,14.0,5.0
211,2010-07-31,33,19,30,14.5,38,16,32.0,20.0,28.0,14.5,36.0,15.0,38.0,21.0,31.0,14.5,16.0,8.0,36.0,25.0,33.0,14.5,19.0,9.0
212,2010-08-01,36,19,31,14.5,28,15,33.0,19.0,30.0,14.5,38.0,16.0,32.0,20.0,28.0,14.5,36.0,15.0,38.0,21.0,31.0,14.5,16.0,8.0
213,2010-08-02,39,20,33,14.5,14,7,36.0,19.0,31.0,14.5,28.0,15.0,33.0,19.0,30.0,14.5,38.0,16.0,32.0,20.0,28.0,14.5,36.0,15.0
214,2010-08-03,38,21,33,14.5,21,12,39.0,20.0,33.0,14.5,14.0,7.0,36.0,19.0,31.0,14.5,28.0,15.0,33.0,19.0,30.0,14.5,38.0,16.0
215,2010-08-04,40,22,35,14.5,14,7,38.0,21.0,33.0,14.5,21.0,12.0,39.0,20.0,33.0,14.5,14.0,7.0,36.0,19.0,31.0,14.5,28.0,15.0
216,2010-08-05,39,23,34,14.5,17,10,40.0,22.0,35.0,14.5,14.0,7.0,38.0,21.0,33.0,14.5,21.0,12.0,39.0,20.0,33.0,14.5,14.0,7.0
217,2010-08-06,41,23,35,14.5,13,7,39.0,23.0,34.0,14.5,17.0,10.0,40.0,22.0,35.0,14.5,14.0,7.0,38.0,21.0,33.0,14.5,21.0,12.0
218,2010-08-07,40,22,35,14.5,18,11,41.0,23.0,35.0,14.5,13.0,7.0,39.0,23.0,34.0,14.5,17.0,10.0,40.0,22.0,35.0,14.5,14.0,7.0
219,2010-08-08,38,24,34,14.5,18,9,40.0,22.0,35.0,14.5,18.0,11.0,41.0,23.0,35.0,14.5,13.0,7.0,39.0,23.0,34.0,14.5,17.0,10.0
220,2010-08-09,38,24,33,14.5,18,10,38.0,24.0,34.0,14.5,18.0,9.0,40.0,22.0,35.0,14.5,18.0,11.0,41.0,23.0,35.0,14.5,13.0,7.0
221,2010-08-10,38,21,33,14.5,16,8,38.0,24.0,33.0,14.5,18.0,10.0,38.0,24.0,34.0,14.5,18.0,9.0,40.0,22.0,35.0,14.5,18.0,11.0
222,2010-08-11,35,21,31,14.5,26,12,38.0,21.0,33.0,14.5,16.0,8.0,38.0,24.0,33.0,14.5,18.0,10.0,38.0,24.0,34.0,14.5,18.0,9.0
223,2010-08-12,33,20,29,14.5,31,14,35.0,21.0,31.0,14.5,26.0,12.0,38.0,21.0,33.0,14.5,16.0,8.0,38.0,24.0,33.0,14.5,18.0,10.0
224,2010-08-13,33,18,28,14.5,34,15,33.0,20.0,29.0,14.5,31.0,14.0,35.0,21.0,31.0,14.5,26.0,12.0,38.0,21.0,33.0,14.5,16.0,8.0
225,2010-08-14,31,19,28,14.5,32,12,33.0,18.0,28.0,14.5,34.0,15.0,33.0,20.0,29.0,14.5,31.0,14.0,35.0,21.0,31.0,14.5,26.0,12.0
226,2010-08-15,33,18,29,14.5,31,14,31.0,19.0,28.0,14.5,32.0,12.0,33.0,18.0,28.0,14.5,34.0,15.0,33.0,20.0,29.0,14.5,31.0,14.0
227,2010-08-16,32,18,27,14.5,35,15,33.0,18.0,29.0,14.5,31.0,14.0,31.0,19.0,28.0,14.5,32.0,12.0,33.0,18.0,28.0,14.5,34.0,15.0
228,2010-08-17,31,18,25,14.5,43,16,32.0,18.0,27.0,14.5,35.0,15.0,33.0,18.0,29.0,14.5,31.0,14.0,31.0,19.0,28.0,14.5,32.0,12.0
229,2010-08-18,32,18,29,14.5,22,8,31.0,18.0,25.0,14.5,43.0,16.0,32.0,18.0,27.0,14.5,35.0,15.0,33.0,18.0,29.0,14.5,31.0,14.0
230,2010-08-19,24,15,21,11.2,55,14,32.0,18.0,29.0,14.5,22.0,8.0,31.0,18.0,25.0,14.5,43.0,16.0,32.0,18.0,27.0,14.5,35.0,15.0
231,2010-08-20,17,8,12,12.3,48,6,24.0,15.0,21.0,11.2,55.0,14.0,32.0,18.0,29.0,14.5,22.0,8.0,31.0,18.0,25.0,14.5,43.0,16.0
232,2010-08-21,19,8,16,14.4,39,5,17.0,8.0,12.0,12.3,48.0,6.0,24.0,15.0,21.0,11.2,55.0,14.0,32.0,18.0,29.0,14.5,22.0,8.0
233,2010-08-22,21,10,17,11.2,69,15,19.0,8.0,16.0,14.4,39.0,5.0,17.0,8.0,12.0,12.3,48.0,6.0,24.0,15.0,21.0,11.2,55.0,14.0
234,2010-08-23,24,14,20,11.2,60,15,21.0,10.0,17.0,11.2,69.0,15.0,19.0,8.0,16.0,14.4,39.0,5.0,17.0,8.0,12.0,12.3,48.0,6.0
235,2010-08-24,23,12,19,11.2,69,15,24.0,14.0,20.0,11.2,60.0,15.0,21.0,10.0,17.0,11.2,69.0,15.0,19.0,8.0,16.0,14.4,39.0,5.0
236,2010-08-25,25,15,20,11.1,50,14,23.0,12.0,19.0,11.2,69.0,15.0,24.0,14.0,20.0,11.2,60.0,15.0,21.0,10.0,17.0,11.2,69.0,15.0
237,2010-08-26,18,12,16,11.1,62,10,25.0,15.0,20.0,11.1,50.0,14.0,23.0,12.0,19.0,11.2,69.0,15.0,24.0,14.0,20.0,11.2,60.0,15.0
238,2010-08-27,17,10,15,12.2,66,10,18.0,12.0,16.0,11.1,62.0,10.0,25.0,15.0,20.0,11.1,50.0,14.0,23.0,12.0,19.0,11.2,69.0,15.0
239,2010-08-28,14,10,12,8.8,97,11,17.0,10.0,15.0,12.2,66.0,10.0,18.0,12.0,16.0,11.1,62.0,10.0,25.0,15.0,20.0,11.1,50.0,14.0
240,2010-08-29,13,7,10,8.8,90,9,14.0,10.0,12.0,8.8,97.0,11.0,17.0,10.0,15.0,12.2,66.0,10.0,18.0,12.0,16.0,11.1,62.0,10.0
241,2010-08-30,12,4,10,9.9,66,6,13.0,7.0,10.0,8.8,90.0,9.0,14.0,10.0,12.0,8.8,97.0,11.0,17.0,10.0,15.0,12.2,66.0,10.0
242,2010-08-31,16,3,12,14.0,49,5,12.0,4.0,10.0,9.9,66.0,6.0,13.0,7.0,10.0,8.8,90.0,9.0,14.0,10.0,12.0,8.8,97.0,11.0
243,2010-09-01,9,6,8,9.9,89,7,16.0,3.0,12.0,14.0,49.0,5.0,12.0,4.0,10.0,9.9,66.0,6.0,13.0,7.0,10.0,8.8,90.0,9.0
244,2010-09-02,24,9,18,13.9,57,15,9.0,6.0,8.0,9.9,89.0,7.0,16.0,3.0,12.0,14.0,49.0,5.0,12.0,4.0,10.0,9.9,66.0,6.0
245,2010-09-03,14,9,12,11.0,74,8,24.0,9.0,18.0,13.9,57.0,15.0,9.0,6.0,8.0,9.9,89.0,7.0,16.0,3.0,12.0,14.0,49.0,5.0
246,2010-09-04,14,7,12,13.3,56,5,14.0,9.0,12.0,11.0,74.0,8.0,24.0,9.0,18.0,13.9,57.0,15.0,9.0,6.0,8.0,9.9,89.0,7.0
247,2010-09-05,17,5,13,13.3,47,5,14.0,7.0,12.0,13.3,56.0,5.0,14.0,9.0,12.0,11.0,74.0,8.0,24.0,9.0,18.0,13.9,57.0,15.0
248,2010-09-06,15,7,12,13.7,48,5,17.0,5.0,13.0,13.3,47.0,5.0,14.0,7.0,12.0,13.3,56.0,5.0,14.0,9.0,12.0,11.0,74.0,8.0
249,2010-09-07,16,5,13,13.6,46,4,15.0,7.0,12.0,13.7,48.0,5.0,17.0,5.0,13.0,13.3,47.0,5.0,14.0,7.0,12.0,13.3,56.0,5.0
250,2010-09-08,16,5,13,13.6,46,5,16.0,5.0,13.0,13.6,46.0,4.0,15.0,7.0,12.0,13.7,48.0,5.0,17.0,5.0,13.0,13.3,47.0,5.0
251,2010-09-09,18,6,15,13.6,50,7,16.0,5.0,13.0,13.6,46.0,5.0,16.0,5.0,13.0,13.6,46.0,4.0,15.0,7.0,12.0,13.7,48.0,5.0
252,2010-09-10,21,8,17,13.5,53,11,18.0,6.0,15.0,13.6,50.0,7.0,16.0,5.0,13.0,13.6,46.0,5.0,16.0,5.0,13.0,13.6,46.0,4.0
253,2010-09-11,20,10,16,13.1,54,10,21.0,8.0,17.0,13.5,53.0,11.0,18.0,6.0,15.0,13.6,50.0,7.0,16.0,5.0,13.0,13.6,46.0,5.0
254,2010-09-12,18,10,14,10.7,61,10,20.0,10.0,16.0,13.1,54.0,10.0,21.0,8.0,17.0,13.5,53.0,11.0,18.0,6.0,15.0,13.6,50.0,7.0
255,2010-09-13,19,8,15,13.0,54,9,18.0,10.0,14.0,10.7,61.0,10.0,20.0,10.0,16.0,13.1,54.0,10.0,21.0,8.0,17.0,13.5,53.0,11.0
256,2010-09-14,18,7,15,12.9,51,8,19.0,8.0,15.0,13.0,54.0,9.0,18.0,10.0,14.0,10.7,61.0,10.0,20.0,10.0,16.0,13.1,54.0,10.0
257,2010-09-15,23,9,18,11.6,38,8,18.0,7.0,15.0,12.9,51.0,8.0,19.0,8.0,15.0,13.0,54.0,9.0,18.0,10.0,14.0,10.7,61.0,10.0
258,2010-09-16,20,12,17,6.2,61,11,23.0,9.0,18.0,11.6,38.0,8.0,18.0,7.0,15.0,12.9,51.0,8.0,19.0,8.0,15.0,13.0,54.0,9.0
259,2010-09-17,19,9,15,11.6,49,8,20.0,12.0,17.0,6.2,61.0,11.0,23.0,9.0,18.0,11.6,38.0,8.0,18.0,7.0,15.0,12.9,51.0,8.0
260,2010-09-18,17,9,13,10.2,63,10,19.0,9.0,15.0,11.6,49.0,8.0,20.0,12.0,17.0,6.2,61.0,11.0,23.0,9.0,18.0,11.6,38.0,8.0
261,2010-09-19,17,7,14,11.6,49,6,17.0,9.0,13.0,10.2,63.0,10.0,19.0,9.0,15.0,11.6,49.0,8.0,20.0,12.0,17.0,6.2,61.0,11.0
262,2010-09-20,17,7,13,11.6,44,5,17.0,7.0,14.0,11.6,49.0,6.0,17.0,9.0,13.0,10.2,63.0,10.0,19.0,9.0,15.0,11.6,49.0,8.0
263,2010-09-21,19,5,15,11.6,44,6,17.0,7.0,13.0,11.6,44.0,5.0,17.0,7.0,14.0,11.6,49.0,6.0,17.0,9.0,13.0,10.2,63.0,10.0
264,2010-09-22,9,6,9,6.1,94,8,19.0,5.0,15.0,11.6,44.0,6.0,17.0,7.0,13.0,11.6,44.0,5.0,17.0,7.0,14.0,11.6,49.0,6.0
265,2010-09-23,10,5,9,6.1,92,8,9.0,6.0,9.0,6.1,94.0,8.0,19.0,5.0,15.0,11.6,44.0,6.0,17.0,7.0,13.0,11.6,44.0,5.0
266,2010-09-24,16,6,12,11.6,58,8,10.0,5.0,9.0,6.1,92.0,8.0,9.0,6.0,9.0,6.1,94.0,8.0,19.0,5.0,15.0,11.6,44.0,6.0
267,2010-09-25,20,7,15,11.6,54,10,16.0,6.0,12.0,11.6,58.0,8.0,10.0,5.0,9.0,6.1,92.0,8.0,9.0,6.0,9.0,6.1,94.0,8.0
268,2010-09-26,20,7,15,11.6,49,9,20.0,7.0,15.0,11.6,54.0,10.0,16.0,6.0,12.0,11.6,58.0,8.0,10.0,5.0,9.0,6.1,92.0,8.0
269,2010-09-27,20,9,16,10.2,48,9,20.0,7.0,15.0,11.6,49.0,9.0,20.0,7.0,15.0,11.6,54.0,10.0,16.0,6.0,12.0,11.6,58.0,8.0
270,2010-09-28,15,10,13,5.9,94,14,20.0,9.0,16.0,10.2,48.0,9.0,20.0,7.0,15.0,11.6,49.0,9.0,20.0,7.0,15.0,11.6,54.0,10.0
271,2010-09-29,6,3,5,7.3,85,4,15.0,10.0,13.0,5.9,94.0,14.0,20.0,9.0,16.0,10.2,48.0,9.0,20.0,7.0,15.0,11.6,49.0,9.0
272,2010-09-30,10,1,7,11.6,62,3,6.0,3.0,5.0,7.3,85.0,4.0,15.0,10.0,13.0,5.9,94.0,14.0,20.0,9.0,16.0,10.2,48.0,9.0
273,2010-10-01,10,4,7,11.6,67,4,10.0,1.0,7.0,11.6,62.0,3.0,6.0,3.0,5.0,7.3,85.0,4.0,15.0,10.0,13.0,5.9,94.0,14.0
274,2010-10-02,10,3,7,8.7,65,4,10.0,4.0,7.0,11.6,67.0,4.0,10.0,1.0,7.0,11.6,62.0,3.0,6.0,3.0,5.0,7.3,85.0,4.0
275,2010-10-03,8,3,6,7.3,54,0,10.0,3.0,7.0,8.7,65.0,4.0,10.0,4.0,7.0,11.6,67.0,4.0,10.0,1.0,7.0,11.6,62.0,3.0
276,2010-10-04,9,0,6,8.7,49,-1,8.0,3.0,6.0,7.3,54.0,0.0,10.0,3.0,7.0,8.7,65.0,4.0,10.0,4.0,7.0,11.6,67.0,4.0
277,2010-10-05,10,0,6,8.7,54,1,9.0,0.0,6.0,8.7,49.0,-1.0,8.0,3.0,6.0,7.3,54.0,0.0,10.0,3.0,7.0,8.7,65.0,4.0
278,2010-10-06,10,-1,7,8.7,58,3,10.0,0.0,6.0,8.7,54.0,1.0,9.0,0.0,6.0,8.7,49.0,-1.0,8.0,3.0,6.0,7.3,54.0,0.0
279,2010-10-07,13,1,8,8.7,57,5,10.0,-1.0,7.0,8.7,58.0,3.0,10.0,0.0,6.0,8.7,54.0,1.0,9.0,0.0,6.0,8.7,49.0,-1.0
