,date,maxtempC,mintempC,avgtempC,sunHour,humidity,DewPointC,maxtempC_lg1,mintempC_lg1,avgtempC_lg1,sunHour_lg1,humidity_lg1,DewPointC_lg1,maxtempC_lg2,mintempC_lg2,avgtempC_lg2,sunHour_lg2,humidity_lg2,DewPointC_lg2,maxtempC_lg3,mintempC_lg3,avgtempC_lg3,sunHour_lg3,humidity_lg3,DewPointC_lg3
603,2011-08-27,24,12,21,14.1,53,14,22.0,12.0,19.0,13.4,63.0,14.0,23.0,10.0,20.0,14.2,40.0,9.0,23.0,10.0,19.0,14.3,40.0,8.0
604,2011-08-28,26,13,22,14.1,45,12,24.0,12.0,21.0,14.1,53.0,14.0,22.0,12.0,19.0,13.4,63.0,14.0,23.0,10.0,20.0,14.2,40.0,9.0
605,2011-08-29,26,15,22,14.1,41,12,26.0,13.0,22.0,14.1,45.0,12.0,24.0,12.0,21.0,14.1,53.0,14.0,22.0,12.0,19.0,13.4,63.0,14.0
606,2011-08-30,26,15,22,14.0,38,11,26.0,15.0,22.0,14.1,41.0,12.0,26.0,13.0,22.0,14.1,45.0,12.0,24.0,12.0,21.0,14.1,53.0,14.0
607,2011-08-31,25,13,21,14.0,49,13,26.0,15.0,22.0,14.0,38.0,11.0,26.0,15.0,22.0,14.1,41.0,12.0,26.0,13.0,22.0,14.1,45.0,12.0
608,2011-09-01,21,12,18,13.3,71,15,25.0,13.0,21.0,14.0,49.0,13.0,26.0,15.0,22.0,14.0,38.0,11.0,26.0,15.0,22.0,14.1,41.0,12.0
609,2011-09-02,20,11,17,13.9,50,9,21.0,12.0,18.0,13.3,71.0,15.0,25.0,13.0,21.0,14.0,49.0,13.0,26.0,15.0,22.0,14.0,38.0,11.0
610,2011-09-03,18,10,15,13.8,67,12,20.0,11.0,17.0,13.9,50.0,9.0,21.0,12.0,18.0,13.3,71.0,15.0,25.0,13.0,21.0,14.0,49.0,13.0
611,2011-09-04,17,8,14,12.1,62,10,18.0,10.0,15.0,13.8,67.0,12.0,20.0,11.0,17.0,13.9,50.0,9.0,21.0,12.0,18.0,13.3,71.0,15.0
612,2011-09-05,16,8,14,12.1,64,9,17.0,8.0,14.0,12.1,62.0,10.0,18.0,10.0,15.0,13.8,67.0,12.0,20.0,11.0,17.0,13.9,50.0,9.0
613,2011-09-06,17,9,15,13.7,50,7,16.0,8.0,14.0,12.1,64.0,9.0,17.0,8.0,14.0,12.1,62.0,10.0,18.0,10.0,15.0,13.8,67.0,12.0
614,2011-09-07,19,8,15,13.6,50,8,17.0,9.0,15.0,13.7,50.0,7.0,16.0,8.0,14.0,12.1,64.0,9.0,17.0,8.0,14.0,12.1,62.0,10.0
615,2011-09-08,15,10,13,8.5,79,11,19.0,8.0,15.0,13.6,50.0,8.0,17.0,9.0,15.0,13.7,50.0,7.0,16.0,8.0,14.0,12.1,64.0,9.0
616,2011-09-09,14,8,12,8.5,82,11,15.0,10.0,13.0,8.5,79.0,11.0,19.0,8.0,15.0,13.6,50.0,8.0,17.0,9.0,15.0,13.7,50.0,7.0
617,2011-09-10,14,7,13,8.4,85,11,14.0,8.0,12.0,8.5,82.0,11.0,15.0,10.0,13.0,8.5,79.0,11.0,19.0,8.0,15.0,13.6,50.0,8.0
618,2011-09-11,13,11,12,8.2,94,12,14.0,7.0,13.0,8.4,85.0,11.0,14.0,8.0,12.0,8.5,82.0,11.0,15.0,10.0,13.0,8.5,79.0,11.0
619,2011-09-12,15,9,13,10.7,74,10,13.0,11.0,12.0,8.2,94.0,12.0,14.0,7.0,13.0,8.4,85.0,11.0,14.0,8.0,12.0,8.5,82.0,11.0
620,2011-09-13,17,7,14,10.7,64,11,15.0,9.0,13.0,10.7,74.0,10.0,13.0,11.0,12.0,8.2,94.0,12.0,14.0,7.0,13.0,8.4,85.0,11.0
621,2011-09-14,19,11,16,12.9,73,13,17.0,7.0,14.0,10.7,64.0,11.0,15.0,9.0,13.0,10.7,74.0,10.0,13.0,11.0,12.0,8.2,94.0,12.0
622,2011-09-15,15,9,14,12.5,68,9,19.0,11.0,16.0,12.9,73.0,13.0,17.0,7.0,14.0,10.7,64.0,11.0,15.0,9.0,13.0,10.7,74.0,10.0
623,2011-09-16,12,7,11,8.9,65,6,15.0,9.0,14.0,12.5,68.0,9.0,19.0,11.0,16.0,12.9,73.0,13.0,17.0,7.0,14.0,10.7,64.0,11.0
624,2011-09-17,13,7,11,8.9,81,10,12.0,7.0,11.0,8.9,65.0,6.0,15.0,9.0,14.0,12.5,68.0,9.0,19.0,11.0,16.0,12.9,73.0,13.0
625,2011-09-18,14,8,12,10.2,68,8,13.0,7.0,11.0,8.9,81.0,10.0,12.0,7.0,11.0,8.9,65.0,6.0,15.0,9.0,14.0,12.5,68.0,9.0
626,2011-09-19,17,6,13,11.6,52,7,14.0,8.0,12.0,10.2,68.0,8.0,13.0,7.0,11.0,8.9,81.0,10.0,12.0,7.0,11.0,8.9,65.0,6.0
627,2011-09-20,19,7,15,11.6,50,8,17.0,6.0,13.0,11.6,52.0,7.0,14.0,8.0,12.0,10.2,68.0,8.0,13.0,7.0,11.0,8.9,81.0,10.0
628,2011-09-21,16,11,14,8.9,65,10,19.0,7.0,15.0,11.6,50.0,8.0,17.0,6.0,13.0,11.6,52.0,7.0,14.0,8.0,12.0,10.2,68.0,8.0
629,2011-09-22,16,8,13,10.2,69,10,16.0,11.0,14.0,8.9,65.0,10.0,19.0,7.0,15.0,11.6,50.0,8.0,17.0,6.0,13.0,11.6,52.0,7.0
630,2011-09-23,16,9,14,10.2,69,10,16.0,8.0,13.0,10.2,69.0,10.0,16.0,11.0,14.0,8.9,65.0,10.0,19.0,7.0,15.0,11.6,50.0,8.0
631,2011-09-24,14,6,12,11.6,54,5,16.0,9.0,14.0,10.2,69.0,10.0,16.0,8.0,13.0,10.2,69.0,10.0,16.0,11.0,14.0,8.9,65.0,10.0
632,2011-09-25,11,5,10,7.4,73,7,14.0,6.0,12.0,11.6,54.0,5.0,16.0,9.0,14.0,10.2,69.0,10.0,16.0,8.0,13.0,10.2,69.0,10.0
633,2011-09-26,12,6,10,8.8,58,4,11.0,5.0,10.0,7.4,73.0,7.0,14.0,6.0,12.0,11.6,54.0,5.0,16.0,9.0,14.0,10.2,69.0,10.0
634,2011-09-27,14,5,11,8.8,55,5,12.0,6.0,10.0,8.8,58.0,4.0,11.0,5.0,10.0,7.4,73.0,7.0,14.0,6.0,12.0,11.6,54.0,5.0
635,2011-09-28,12,9,11,5.9,70,7,14.0,5.0,11.0,8.8,55.0,5.0,12.0,6.0,10.0,8.8,58.0,4.0,11.0,5.0,10.0,7.4,73.0,7.0
636,2011-09-29,11,6,9,7.3,69,6,12.0,9.0,11.0,5.9,70.0,7.0,14.0,5.0,11.0,8.8,55.0,5.0,12.0,6.0,10.0,8.8,58.0,4.0
637,2011-09-30,13,5,11,8.8,58,5,11.0,6.0,9.0,7.3,69.0,6.0,12.0,9.0,11.0,5.9,70.0,7.0,14.0,5.0,11.0,8.8,55.0,5.0
638,2011-10-01,11,5,9,5.9,72,6,13.0,5.0,11.0,8.8,58.0,5.0,11.0,6.0,9.0,7.3,69.0,6.0,12.0,9.0,11.0,5.9,70.0,7.0
639,2011-10-02,7,4,6,5.9,68,2,11.0,5.0,9.0,5.9,72.0,6.0,13.0,5.0,11.0,8.8,58.0,5.0,11.0,6.0,9.0,7.3,69.0,6.0
640,2011-10-03,10,2,7,11.6,55,2,7.0,4.0,6.0,5.9,68.0,2.0,11.0,5.0,9.0,5.9,72.0,6.0,13.0,5.0,11.0,8.8,58.0,5.0
641,2011-10-04,11,4,10,4.2,86,9,10.0,2.0,7.0,11.6,55.0,2.0,7.0,4.0,6.0,5.9,68.0,2.0,11.0,5.0,9.0,5.9,72.0,6.0
642,2011-10-05,14,8,11,5.7,77,9,11.0,4.0,10.0,4.2,86.0,9.0,10.0,2.0,7.0,11.6,55.0,2.0,7.0,4.0,6.0,5.9,68.0,2.0
643,2011-10-06,13,6,10,5.7,69,7,14.0,8.0,11.0,5.7,77.0,9.0,11.0,4.0,10.0,4.2,86.0,9.0,10.0,2.0,7.0,11.6,55.0,2.0
644,2011-10-07,17,8,14,8.7,61,9,13.0,6.0,10.0,5.7,69.0,7.0,14.0,8.0,11.0,5.7,77.0,9.0,11.0,4.0,10.0,4.2,86.0,9.0
645,2011-10-08,19,11,16,8.7,55,10,17.0,8.0,14.0,8.7,61.0,9.0,13.0,6.0,10.0,5.7,69.0,7.0,14.0,8.0,11.0,5.7,77.0,9.0
646,2011-10-09,10,7,9,5.6,70,5,19.0,11.0,16.0,8.7,55.0,10.0,17.0,8.0,14.0,8.7,61.0,9.0,13.0,6.0,10.0,5.7,69.0,7.0
647,2011-10-10,10,6,8,4.1,97,9,10.0,7.0,9.0,5.6,70.0,5.0,19.0,11.0,16.0,8.7,55.0,10.0,17.0,8.0,14.0,8.7,61.0,9.0
648,2011-10-11,8,4,7,7.2,76,4,10.0,6.0,8.0,4.1,97.0,9.0,10.0,7.0,9.0,5.6,70.0,5.0,19.0,11.0,16.0,8.7,55.0,10.0
649,2011-10-12,10,4,9,4.1,81,7,8.0,4.0,7.0,7.2,76.0,4.0,10.0,6.0,8.0,4.1,97.0,9.0,10.0,7.0,9.0,5.6,70.0,5.0
650,2011-10-13,7,2,5,4.1,72,2,10.0,4.0,9.0,4.1,81.0,7.0,8.0,4.0,7.0,7.2,76.0,4.0,10.0,6.0,8.0,4.1,97.0,9.0
651,2011-10-14,6,1,4,4.0,74,1,7.0,2.0,5.0,4.1,72.0,2.0,10.0,4.0,9.0,4.1,81.0,7.0,8.0,4.0,7.0,7.2,76.0,4.0
652,2011-10-15,4,0,3,4.0,67,-2,6.0,1.0,4.0,4.0,74.0,1.0,7.0,2.0,5.0,4.1,72.0,2.0,10.0,4.0,9.0,4.1,81.0,7.0
653,2011-10-16,4,0,2,7.1,57,-3,4.0,0.0,3.0,4.0,67.0,-2.0,6.0,1.0,4.0,4.0,74.0,1.0,7.0,2.0,5.0,4.1,72.0,2.0
654,2011-10-17,8,2,5,8.7,65,1,4.0,0.0,2.0,7.1,57.0,-3.0,4.0,0.0,3.0,4.0,67.0,-2.0,6.0,1.0,4.0,4.0,74.0,1.0
655,2011-10-18,8,0,5,8.7,60,1,8.0,2.0,5.0,8.7,65.0,1.0,4.0,0.0,2.0,7.1,57.0,-3.0,4.0,0.0,3.0,4.0,67.0,-2.0
656,2011-10-19,6,1,4,3.8,74,2,8.0,0.0,5.0,8.7,60.0,1.0,8.0,2.0,5.0,8.7,65.0,1.0,4.0,0.0,2.0,7.1,57.0,-3.0
657,2011-10-20,10,1,7,8.7,68,4,6.0,1.0,4.0,3.8,74.0,2.0,8.0,0.0,5.0,8.7,60.0,1.0,8.0,2.0,5.0,8.7,65.0,1.0
658,2011-10-21,7,4,6,5.4,71,2,10.0,1.0,7.0,8.7,68.0,4.0,6.0,1.0,4.0,3.8,74.0,2.0,8.0,0.0,5.0,8.7,60.0,1.0
659,2011-10-22,8,1,5,8.7,59,0,7.0,4.0,6.0,5.4,71.0,2.0,10.0,1.0,7.0,8.7,68.0,4.0,6.0,1.0,4.0,3.8,74.0,2.0
660,2011-10-23,8,2,6,3.7,82,5,8.0,1.0,5.0,8.7,59.0,0.0,7.0,4.0,6.0,5.4,71.0,2.0,10.0,1.0,7.0,8.7,68.0,4.0
661,2011-10-24,5,-1,3,8.7,65,-1,8.0,2.0,6.0,3.7,82.0,5.0,8.0,1.0,5.0,8.7,59.0,0.0,7.0,4.0,6.0,5.4,71.0,2.0
662,2011-10-25,5,-1,3,8.7,58,-2,5.0,-1.0,3.0,8.7,65.0,-1.0,8.0,2.0,6.0,3.7,82.0,5.0,8.0,1.0,5.0,8.7,59.0,0.0
663,2011-10-26,7,1,5,5.4,82,4,5.0,-1.0,3.0,8.7,58.0,-2.0,5.0,-1.0,3.0,8.7,65.0,-1.0,8.0,2.0,6.0,3.7,82.0,5.0
664,2011-10-27,5,1,4,3.7,75,1,7.0,1.0,5.0,5.4,82.0,4.0,5.0,-1.0,3.0,8.7,58.0,-2.0,5.0,-1.0,3.0,8.7,65.0,-1.0
665,2011-10-28,5,0,3,7.0,68,0,5.0,1.0,4.0,3.7,75.0,1.0,7.0,1.0,5.0,5.4,82.0,4.0,5.0,-1.0,3.0,8.7,58.0,-2.0
666,2011-10-29,5,-1,2,8.7,67,-1,5.0,0.0,3.0,7.0,68.0,0.0,5.0,1.0,4.0,3.7,75.0,1.0,7.0,1.0,5.0,5.4,82.0,4.0
667,2011-10-30,7,1,5,7.0,74,3,5.0,-1.0,2.0,8.7,67.0,-1.0,5.0,0.0,3.0,7.0,68.0,0.0,5.0,1.0,4.0,3.7,75.0,1.0
668,2011-10-31,7,3,6,3.5,85,3,7.0,1.0,5.0,7.0,74.0,3.0,5.0,-1.0,2.0,8.7,67.0,-1.0,5.0,0.0,3.0,7.0,68.0,0.0
669,2011-11-01,7,4,7,5.2,83,5,7.0,3.0,6.0,3.5,85.0,3.0,7.0,1.0,5.0,7.0,74.0,3.0,5.0,-1.0,2.0,8.7,67.0,-1.0
670,2011-11-02,6,3,5,3.4,81,3,7.0,4.0,7.0,5.2,83.0,5.0,7.0,3.0,6.0,3.5,85.0,3.0,7.0,1.0,5.0,7.0,74.0,3.0
671,2011-11-03,7,4,5,3.4,79,3,6.0,3.0,5.0,3.4,81.0,3.0,7.0,4.0,7.0,5.2,83.0,5.0,7.0,3.0,6.0,3.5,85.0,3.0
672,2011-11-04,6,1,5,8.7,63,0,7.0,4.0,5.0,3.4,79.0,3.0,6.0,3.0,5.0,3.4,81.0,3.0,7.0,4.0,7.0,5.2,83.0,5.0
673,2011-11-05,0,-3,-1,8.7,42,-11,6.0,1.0,5.0,8.7,63.0,0.0,7.0,4.0,5.0,3.4,79.0,3.0,6.0,3.0,5.0,3.4,81.0,3.0
674,2011-11-06,-4,-7,-5,8.7,33,-18,0.0,-3.0,-1.0,8.7,42.0,-11.0,6.0,1.0,5.0,8.7,63.0,0.0,7.0,4.0,5.0,3.4,79.0,3.0
675,2011-11-07,-2,-8,-4,8.7,31,-17,-4.0,-7.0,-5.0,8.7,33.0,-18.0,0.0,-3.0,-1.0,8.7,42.0,-11.0,6.0,1.0,5.0,8.7,63.0,0.0
676,2011-11-08,1,-3,1,3.3,88,-1,-2.0,-8.0,-4.0,8.7,31.0,-17.0,-4.0,-7.0,-5.0,8.7,33.0,-18.0,0.0,-3.0,-1.0,8.7,42.0,-11.0
677,2011-11-09,1,-1,1,3.3,85,-1,1.0,-3.0,1.0,3.3,88.0,-1.0,-2.0,-8.0,-4.0,8.7,31.0,-17.0,-4.0,-7.0,-5.0,8.7,33.0,-18.0
678,2011-11-10,-1,-3,-1,3.3,70,-5,1.0,-1.0,1.0,3.3,85.0,-1.0,1.0,-3.0,1.0,3.3,88.0,-1.0,-2.0,-8.0,-4.0,8.7,31.0,-17.0
679,2011-11-11,1,-1,0,3.3,78,-3,-1.0,-3.0,-1.0,3.3,70.0,-5.0,1.0,-1.0,1.0,3.3,85.0,-1.0,1.0,-3.0,1.0,3.3,88.0,-1.0
680,2011-11-12,1,-3,0,3.3,85,-2,1.0,-1.0,0.0,3.3,78.0,-3.0,-1.0,-3.0,-1.0,3.3,70.0,-5.0,1.0,-1.0,1.0,3.3,85.0,-1.0
681,2011-11-13,1,-5,0,3.1,94,0,1.0,-3.0,0.0,3.3,85.0,-2.0,1.0,-1.0,0.0,3.3,78.0,-3.0,-1.0,-3.0,-1.0,3.3,70.0,-5.0
682,2011-11-14,-1,-5,-1,3.1,87,-3,1.0,-5.0,0.0,3.1,94.0,0.0,1.0,-3.0,0.0,3.3,85.0,-2.0,1.0,-1.0,0.0,3.3,78.0,-3.0
683,2011-11-15,-2,-6,-4,8.2,85,-5,-1.0,-5.0,-1.0,3.1,87.0,-3.0,1.0,-5.0,0.0,3.1,94.0,0.0,1.0,-3.0,0.0,3.3,85.0,-2.0
684,2011-11-16,-4,-7,-5,6.8,87,-5,-2.0,-6.0,-4.0,8.2,85.0,-5.0,-1.0,-5.0,-1.0,3.1,87.0,-3.0,1.0,-5.0,0.0,3.1,94.0,0.0
685,2011-11-17,2,-2,2,3.0,96,1,-4.0,-7.0,-5.0,6.8,87.0,-5.0,-2.0,-6.0,-4.0,8.2,85.0,-5.0,-1.0,-5.0,-1.0,3.1,87.0,-3.0
686,2011-11-18,1,0,0,4.9,90,-1,2.0,-2.0,2.0,3.0,96.0,1.0,-4.0,-7.0,-5.0,6.8,87.0,-5.0,-2.0,-6.0,-4.0,8.2,85.0,-5.0
687,2011-11-19,2,0,1,3.0,94,-1,1.0,0.0,0.0,4.9,90.0,-1.0,2.0,-2.0,2.0,3.0,96.0,1.0,-4.0,-7.0,-5.0,6.8,87.0,-5.0
688,2011-11-20,-2,-4,-3,6.8,79,-6,2.0,0.0,1.0,3.0,94.0,-1.0,1.0,0.0,0.0,4.9,90.0,-1.0,2.0,-2.0,2.0,3.0,96.0,1.0
689,2011-11-21,-4,-7,-5,6.8,79,-8,-2.0,-4.0,-3.0,6.8,79.0,-6.0,2.0,0.0,1.0,3.0,94.0,-1.0,1.0,0.0,0.0,4.9,90.0,-1.0
690,2011-11-22,-3,-8,-4,4.9,80,-6,-4.0,-7.0,-5.0,6.8,79.0,-8.0,-2.0,-4.0,-3.0,6.8,79.0,-6.0,2.0,0.0,1.0,3.0,94.0,-1.0
691,2011-11-23,-5,-9,-6,7.9,81,-8,-3.0,-8.0,-4.0,4.9,80.0,-6.0,-4.0,-7.0,-5.0,6.8,79.0,-8.0,-2.0,-4.0,-3.0,6.8,79.0,-6.0
692,2011-11-24,-2,-8,-3,3.0,90,-4,-5.0,-9.0,-6.0,7.9,81.0,-8.0,-3.0,-8.0,-4.0,4.9,80.0,-6.0,-4.0,-7.0,-5.0,6.8,79.0,-8.0
693,2011-11-25,1,-4,0,2.9,89,-1,-2.0,-8.0,-3.0,3.0,90.0,-4.0,-5.0,-9.0,-6.0,7.9,81.0,-8.0,-3.0,-8.0,-4.0,4.9,80.0,-6.0
694,2011-11-26,1,-1,0,2.9,95,-1,1.0,-4.0,0.0,2.9,89.0,-1.0,-2.0,-8.0,-3.0,3.0,90.0,-4.0,-5.0,-9.0,-6.0,7.9,81.0,-8.0
695,2011-11-27,1,0,1,4.8,93,0,1.0,-1.0,0.0,2.9,95.0,-1.0,1.0,-4.0,0.0,2.9,89.0,-1.0,-2.0,-8.0,-3.0,3.0,90.0,-4.0
696,2011-11-28,2,-1,2,2.9,96,1,1.0,0.0,1.0,4.8,93.0,0.0,1.0,-1.0,0.0,2.9,95.0,-1.0,1.0,-4.0,0.0,2.9,89.0,-1.0
697,2011-11-29,1,-2,0,2.9,93,-1,2.0,-1.0,2.0,2.9,96.0,1.0,1.0,0.0,1.0,4.8,93.0,0.0,1.0,-1.0,0.0,2.9,95.0,-1.0
698,2011-11-30,-1,-5,-2,7.7,93,-3,1.0,-2.0,0.0,2.9,93.0,-1.0,2.0,-1.0,2.0,2.9,96.0,1.0,1.0,0.0,1.0,4.8,93.0,0.0
699,2011-12-01,-3,-5,-3,2.9,91,-4,-1.0,-5.0,-2.0,7.7,93.0,-3.0,1.0,-2.0,0.0,2.9,93.0,-1.0,2.0,-1.0,2.0,2.9,96.0,1.0
700,2011-12-02,-3,-5,-3,2.9,89,-4,-3.0,-5.0,-3.0,2.9,91.0,-4.0,-1.0,-5.0,-2.0,7.7,93.0,-3.0,1.0,-2.0,0.0,2.9,93.0,-1.0
701,2011-12-03,1,-3,0,2.9,96,0,-3.0,-5.0,-3.0,2.9,89.0,-4.0,-3.0,-5.0,-3.0,2.9,91.0,-4.0,-1.0,-5.0,-2.0,7.7,93.0,-3.0
702,2011-12-04,1,-1,1,2.9,94,0,1.0,-3.0,0.0,2.9,96.0,0.0,-3.0,-5.0,-3.0,2.9,89.0,-4.0,-3.0,-5.0,-3.0,2.9,91.0,-4.0
703,2011-12-05,3,1,2,4.7,96,1,1.0,-1.0,1.0,2.9,94.0,0.0,1.0,-3.0,0.0,2.9,96.0,0.0,-3.0,-5.0,-3.0,2.9,89.0,-4.0
704,2011-12-06,2,-3,0,6.7,85,-2,3.0,1.0,2.0,4.7,96.0,1.0,1.0,-1.0,1.0,2.9,94.0,0.0,1.0,-3.0,0.0,2.9,96.0,0.0
705,2011-12-07,-1,-4,-3,6.7,94,-3,2.0,-3.0,0.0,6.7,85.0,-2.0,3.0,1.0,2.0,4.7,96.0,1.0,1.0,-1.0,1.0,2.9,94.0,0.0
706,2011-12-08,-1,-4,-2,6.7,86,-4,-1.0,-4.0,-3.0,6.7,94.0,-3.0,2.0,-3.0,0.0,6.7,85.0,-2.0,3.0,1.0,2.0,4.7,96.0,1.0
707,2011-12-09,-2,-4,-2,2.7,88,-4,-1.0,-4.0,-2.0,6.7,86.0,-4.0,-1.0,-4.0,-3.0,6.7,94.0,-3.0,2.0,-3.0,0.0,6.7,85.0,-2.0
708,2011-12-10,-1,-4,-2,2.7,91,-4,-2.0,-4.0,-2.0,2.7,88.0,-4.0,-1.0,-4.0,-2.0,6.7,86.0,-4.0,-1.0,-4.0,-3.0,6.7,94.0,-3.0
709,2011-12-11,-1,-4,-2,7.1,92,-3,-1.0,-4.0,-2.0,2.7,91.0,-4.0,-2.0,-4.0,-2.0,2.7,88.0,-4.0,-1.0,-4.0,-2.0,6.7,86.0,-4.0
710,2011-12-12,0,-3,-1,4.7,93,-2,-1.0,-4.0,-2.0,7.1,92.0,-3.0,-1.0,-4.0,-2.0,2.7,91.0,-4.0,-2.0,-4.0,-2.0,2.7,88.0,-4.0
711,2011-12-13,-1,-3,-2,2.6,88,-4,0.0,-3.0,-1.0,4.7,93.0,-2.0,-1.0,-4.0,-2.0,7.1,92.0,-3.0,-1.0,-4.0,-2.0,2.7,91.0,-4.0
712,2011-12-14,0,-2,0,2.6,92,-1,-1.0,-3.0,-2.0,2.6,88.0,-4.0,0.0,-3.0,-1.0,4.7,93.0,-2.0,-1.0,-4.0,-2.0,7.1,92.0,-3.0
713,2011-12-15,2,-1,1,2.6,97,1,0.0,-2.0,0.0,2.6,92.0,-1.0,-1.0,-3.0,-2.0,2.6,88.0,-4.0,0.0,-3.0,-1.0,4.7,93.0,-2.0
714,2011-12-16,1,0,1,2.6,95,-1,2.0,-1.0,1.0,2.6,97.0,1.0,0.0,-2.0,0.0,2.6,92.0,-1.0,-1.0,-3.0,-2.0,2.6,88.0,-4.0
715,2011-12-17,1,-2,0,2.6,89,-2,1.0,0.0,1.0,2.6,95.0,-1.0,2.0,-1.0,1.0,2.6,97.0,1.0,0.0,-2.0,0.0,2.6,92.0,-1.0
716,2011-12-18,-1,-3,-2,2.6,92,-4,1.0,-2.0,0.0,2.6,89.0,-2.0,1.0,0.0,1.0,2.6,95.0,-1.0,2.0,-1.0,1.0,2.6,97.0,1.0
717,2011-12-19,1,-1,0,4.7,88,-1,-1.0,-3.0,-2.0,2.6,92.0,-4.0,1.0,-2.0,0.0,2.6,89.0,-2.0,1.0,0.0,1.0,2.6,95.0,-1.0
718,2011-12-20,-2,-4,-2,4.7,90,-4,1.0,-1.0,0.0,4.7,88.0,-1.0,-1.0,-3.0,-2.0,2.6,92.0,-4.0,1.0,-2.0,0.0,2.6,89.0,-2.0
719,2011-12-21,-2,-4,-3,2.6,93,-3,-2.0,-4.0,-2.0,4.7,90.0,-4.0,1.0,-1.0,0.0,4.7,88.0,-1.0,-1.0,-3.0,-2.0,2.6,92.0,-4.0
720,2011-12-22,-3,-5,-3,2.6,97,-3,-2.0,-4.0,-3.0,2.6,93.0,-3.0,-2.0,-4.0,-2.0,4.7,90.0,-4.0,1.0,-1.0,0.0,4.7,88.0,-1.0
721,2011-12-23,-5,-7,-6,2.6,96,-6,-3.0,-5.0,-3.0,2.6,97.0,-3.0,-2.0,-4.0,-3.0,2.6,93.0,-3.0,-2.0,-4.0,-2.0,4.7,90.0,-4.0
722,2011-12-24,-6,-11,-7,7.0,94,-8,-5.0,-7.0,-6.0,2.6,96.0,-6.0,-3.0,-5.0,-3.0,2.6,97.0,-3.0,-2.0,-4.0,-3.0,2.6,93.0,-3.0
723,2011-12-25,-6,-12,-8,4.8,94,-9,-6.0,-11.0,-7.0,7.0,94.0,-8.0,-5.0,-7.0,-6.0,2.6,96.0,-6.0,-3.0,-5.0,-3.0,2.6,97.0,-3.0
724,2011-12-26,1,-6,-2,2.8,94,-3,-6.0,-12.0,-8.0,4.8,94.0,-9.0,-6.0,-11.0,-7.0,7.0,94.0,-8.0,-5.0,-7.0,-6.0,2.6,96.0,-6.0
725,2011-12-27,3,-2,1,2.8,100,2,1.0,-6.0,-2.0,2.8,94.0,-3.0,-6.0,-12.0,-8.0,4.8,94.0,-9.0,-6.0,-11.0,-7.0,7.0,94.0,-8.0
726,2011-12-28,-1,-5,-3,7.0,86,-4,3.0,-2.0,1.0,2.8,100.0,2.0,1.0,-6.0,-2.0,2.8,94.0,-3.0,-6.0,-12.0,-8.0,4.8,94.0,-9.0
727,2011-12-29,-3,-6,-4,6.7,91,-6,-1.0,-5.0,-3.0,7.0,86.0,-4.0,3.0,-2.0,1.0,2.8,100.0,2.0,1.0,-6.0,-2.0,2.8,94.0,-3.0
728,2011-12-30,1,-3,0,2.6,96,0,-3.0,-6.0,-4.0,6.7,91.0,-6.0,-1.0,-5.0,-3.0,7.0,86.0,-4.0,3.0,-2.0,1.0,2.8,100.0,2.0
729,2011-12-31,0,-2,0,2.8,92,-1,1.0,-3.0,0.0,2.6,96.0,0.0,-3.0,-6.0,-4.0,6.7,91.0,-6.0,-1.0,-5.0,-3.0,7.0,86.0,-4.0
730,2012-01-01,-1,-3,-2,2.8,97,-3,0.0,-2.0,0.0,2.8,92.0,-1.0,1.0,-3.0,0.0,2.6,96.0,0.0,-3.0,-6.0,-4.0,6.7,91.0,-6.0
731,2012-01-02,-2,-8,-4,7.5,95,-4,-1.0,-3.0,-2.0,2.8,97.0,-3.0,0.0,-2.0,0.0,2.8,92.0,-1.0,1.0,-3.0,0.0,2.6,96.0,0.0
732,2012-01-03,-3,-8,-4,2.8,94,-5,-2.0,-8.0,-4.0,7.5,95.0,-4.0,-1.0,-3.0,-2.0,2.8,97.0,-3.0,0.0,-2.0,0.0,2.8,92.0,-1.0
733,2012-01-04,-1,-6,-2,2.8,92,-3,-3.0,-8.0,-4.0,2.8,94.0,-5.0,-2.0,-8.0,-4.0,7.5,95.0,-4.0,-1.0,-3.0,-2.0,2.8,97.0,-3.0
734,2012-01-05,1,-1,0,2.8,95,-1,-1.0,-6.0,-2.0,2.8,92.0,-3.0,-3.0,-8.0,-4.0,2.8,94.0,-5.0,-2.0,-8.0,-4.0,7.5,95.0,-4.0
735,2012-01-06,1,-1,1,2.8,98,0,1.0,-1.0,0.0,2.8,95.0,-1.0,-1.0,-6.0,-2.0,2.8,92.0,-3.0,-3.0,-8.0,-4.0,2.8,94.0,-5.0
736,2012-01-07,-10,-13,-12,2.8,94,-11,1.0,-1.0,1.0,2.8,98.0,0.0,1.0,-1.0,0.0,2.8,95.0,-1.0,-1.0,-6.0,-2.0,2.8,92.0,-3.0
737,2012-01-08,-1,-4,-2,6.8,94,-2,-10.0,-13.0,-12.0,2.8,94.0,-11.0,1.0,-1.0,1.0,2.8,98.0,0.0,1.0,-1.0,0.0,2.8,95.0,-1.0
738,2012-01-09,-9,-11,-10,2.9,92,-9,-1.0,-4.0,-2.0,6.8,94.0,-2.0,-10.0,-13.0,-12.0,2.8,94.0,-11.0,1.0,-1.0,1.0,2.8,98.0,0.0
